timepoint_id,z(um),z-surf(um),r(um)
15,38.574,0.0,1203.3457220931978
15,42.86,4.286000000000001,1199.2077025636552
15,47.145999999999994,8.571999999999996,1197.3571203294327
15,51.431999999999995,12.857999999999997,1189.5640306017974
15,55.717999999999996,17.144,1182.5023116629864
15,60.00399999999999,21.429999999999993,1171.3558127408076
15,64.28999999999999,25.715999999999994,1158.2909987857968
15,68.576,30.001999999999995,1144.684264761631
15,72.862,34.288,1131.8802530815683
15,77.148,38.574,1113.8486394040226
15,81.434,42.86,1102.366292409687
15,85.72,47.146,1085.778649736923
15,90.00599999999999,51.43199999999999,1061.7548397740638
15,94.29199999999999,55.71799999999999,1044.1974340795593
15,98.57799999999999,60.00399999999999,1027.5731314197303
15,102.86399999999999,64.28999999999999,1007.4450372607369
15,107.14999999999999,68.576,984.6911074813146
15,111.43599999999999,72.862,934.7763634868072
15,115.722,77.148,913.6415022484748
15,120.00799999999998,81.43399999999998,864.4159511041665
15,124.29399999999998,85.71999999999998,820.8759921711619
15,128.57999999999998,90.00599999999999,719.0662378650796
15,132.86599999999999,94.29199999999999,633.6903785410266
15,137.152,98.57799999999999,582.5818507687123
15,141.438,102.86399999999999,503.01047951491864
15,145.724,107.14999999999999,465.72855676383665
15,150.01,111.43599999999999,440.3314596255871
15,154.296,115.722,392.00279322364355
15,158.582,120.008,373.71680115603266
15,162.868,124.294,353.8894723045601
15,167.154,128.57999999999998,318.9637124990472
15,171.44,132.86599999999999,291.44757127140383
15,175.72599999999997,137.152,277.5056561585727
15,180.01199999999997,141.438,255.29795392834623
15,184.29799999999997,145.724,238.15148142124735
15,188.58399999999997,150.01,225.83661687390955
15,192.86999999999998,154.296,211.79504934724042
15,197.15599999999998,158.582,187.70354775549663
15,201.44199999999998,162.868,150.73739710921558
15,205.72799999999998,167.154,112.8917983912029
15,210.01399999999998,171.44,45.992166289488914
15,214.29999999999998,175.726,0.0
15,218.58599999999998,180.012,0.0
15,222.87199999999999,184.298,0.0
15,227.158,188.584,0.0
15,231.444,192.87,0.0
15,235.73,197.156,0.0
15,240.01599999999996,201.44199999999995,0.0
15,244.30199999999996,205.72799999999995,0.0
15,248.58799999999997,210.01399999999995,0.0
15,252.87399999999997,214.29999999999995,0.0
15,257.15999999999997,218.58599999999996,0.0
15,261.44599999999997,222.87199999999996,0.0
15,265.73199999999997,227.15799999999996,0.0
15,270.018,231.44399999999996,0.0
15,274.304,235.72999999999996,0.0
15,278.59,240.01599999999996,0.0
15,282.876,244.30199999999996,0.0
15,287.162,248.58799999999997,0.0
15,291.448,252.87399999999997,0.0
15,295.734,257.15999999999997,0.0
15,300.02,261.44599999999997,0.0
15,304.306,265.73199999999997,0.0
15,308.592,270.018,0.0
15,312.878,274.304,0.0
15,317.164,278.59,0.0
15,321.45,282.876,0.0
15,325.736,287.162,0.0
15,330.022,291.448,0.0
15,334.308,295.734,0.0
15,338.594,300.02,0.0
15,342.88,304.306,0.0
15,347.16599999999994,308.5919999999999,0.0
15,351.45199999999994,312.87799999999993,0.0
15,355.73799999999994,317.16399999999993,0.0
15,360.02399999999994,321.44999999999993,0.0
4,0.0,-68.576,0.0
4,4.286,-64.28999999999999,0.0
4,8.572,-60.00399999999999,0.0
4,12.857999999999999,-55.717999999999996,0.0
4,17.144,-51.431999999999995,0.0
4,21.43,-47.145999999999994,0.0
4,25.715999999999998,-42.86,0.0
4,30.001999999999995,-38.574,0.0
4,34.288,-34.288,0.0
4,38.574,-30.001999999999995,0.0
4,42.86,-25.715999999999994,0.0
4,47.145999999999994,-21.43,0.0
4,51.431999999999995,-17.144,371.5813902767468
4,55.717999999999996,-12.857999999999997,645.6539561047337
4,60.00399999999999,-8.572000000000003,672.9626157213211
4,64.28999999999999,-4.286000000000001,681.4468217929978
4,68.576,0.0,684.5744690111698
4,72.862,4.286000000000001,683.5249994888568
4,77.148,8.572000000000003,680.2293196796859
4,81.434,12.858000000000004,673.5295622461058
4,85.72,17.144000000000005,667.2242133910274
4,90.00599999999999,21.429999999999993,661.6808975563487
4,94.29199999999999,25.715999999999994,652.3137679481179
4,98.57799999999999,30.001999999999995,643.9200671571903
4,102.86399999999999,34.288,640.1092670067817
4,107.14999999999999,38.574,631.9961828745488
4,111.43599999999999,42.86,616.5454107117241
4,115.722,47.146,605.654917264174
4,120.00799999999998,51.43199999999999,596.5695863117513
4,124.29399999999998,55.71799999999999,582.8558666590588
4,128.57999999999998,60.00399999999999,568.5387459690235
4,132.86599999999999,64.28999999999999,540.3346233166976
4,137.152,68.576,522.9616454868969
4,141.438,72.862,503.8878604637572
4,145.724,77.148,465.8778119851743
4,150.01,81.434,446.15669677283773
4,154.296,85.72,424.9904561164912
4,158.582,90.006,379.32387721609047
4,162.868,94.292,361.60681289652626
4,167.154,98.578,347.9749498380974
4,171.44,102.864,322.8388045805839
4,175.72599999999997,107.14999999999998,295.8061132997876
4,180.01199999999997,111.43599999999998,281.71317404481454
4,184.29799999999997,115.72199999999998,251.84259132823502
4,188.58399999999997,120.00799999999998,236.65534926785625
4,192.86999999999998,124.29399999999998,204.17037821167366
4,197.15599999999998,128.57999999999998,189.85723531811138
4,201.44199999999998,132.86599999999999,154.64520700144814
4,205.72799999999998,137.152,118.0547973104016
4,210.01399999999998,141.438,67.85838618770711
4,214.29999999999998,145.724,0.0
4,218.58599999999998,150.01,0.0
4,222.87199999999999,154.296,0.0
4,227.158,158.582,0.0
4,231.444,162.868,0.0
4,235.73,167.154,0.0
4,240.01599999999996,171.43999999999997,0.0
4,244.30199999999996,175.72599999999997,0.0
9,0.0,-68.576,0.0
9,4.286,-64.28999999999999,0.0
9,8.572,-60.00399999999999,0.0
9,12.857999999999999,-55.717999999999996,0.0
9,17.144,-51.431999999999995,0.0
9,21.43,-47.145999999999994,0.0
9,25.715999999999998,-42.86,0.0
9,30.001999999999995,-38.574,0.0
9,34.288,-34.288,0.0
9,38.574,-30.001999999999995,0.0
9,42.86,-25.715999999999994,0.0
9,47.145999999999994,-21.43,0.0
9,51.431999999999995,-17.144,5.142080512788574
9,55.717999999999996,-12.857999999999997,1108.50304497552
9,60.00399999999999,-8.572000000000003,1176.3682016272965
9,64.28999999999999,-4.286000000000001,1179.2376414630223
9,68.576,0.0,1185.153792842307
9,72.862,4.286000000000001,1180.4246208900204
9,77.148,8.572000000000003,1175.7789742632767
9,81.434,12.858000000000004,1166.6916294104487
9,85.72,17.144000000000005,1161.913402395606
9,90.00599999999999,21.429999999999993,1154.942612478853
9,94.29199999999999,25.715999999999994,1148.6408736239866
9,98.57799999999999,30.001999999999995,1144.9855673822535
9,102.86399999999999,34.288,1127.982807299168
9,107.14999999999999,38.574,1119.4448819201232
9,111.43599999999999,42.86,1105.9566299846595
9,115.722,47.146,1076.3239918031184
9,120.00799999999998,51.43199999999999,1066.6903270535822
9,124.29399999999998,55.71799999999999,1000.4289510730878
9,128.57999999999998,60.00399999999999,981.9061567746722
9,132.86599999999999,64.28999999999999,908.4563395441838
9,137.152,68.576,842.5090305340461
9,141.438,72.862,785.7179255598113
9,145.724,77.148,724.3708527952382
9,150.01,81.434,673.7492825025199
9,154.296,85.72,619.6580394249719
9,158.582,90.006,574.7755862456233
9,162.868,94.292,524.6328304033757
9,167.154,98.578,454.93804679711326
9,171.44,102.864,427.59908431556323
9,175.72599999999997,107.14999999999998,385.1877973590955
9,180.01199999999997,111.43599999999998,360.4547765311585
9,184.29799999999997,115.72199999999998,322.8096080132057
9,188.58399999999997,120.00799999999998,296.7445235134055
9,192.86999999999998,124.29399999999998,280.51159247016716
9,197.15599999999998,128.57999999999998,236.80389414354707
9,201.44199999999998,132.86599999999999,220.0491320613795
9,205.72799999999998,137.152,196.89168338673076
9,210.01399999999998,141.438,174.5658708911911
9,214.29999999999998,145.724,126.21686765246554
9,218.58599999999998,150.01,30.852483076731446
9,222.87199999999999,154.296,0.0
9,227.158,158.582,0.0
9,231.444,162.868,0.0
9,235.73,167.154,0.0
9,240.01599999999996,171.43999999999997,0.0
9,244.30199999999996,175.72599999999997,0.0
9,248.58799999999997,180.01199999999997,0.0
9,252.87399999999997,184.29799999999997,0.0
9,257.15999999999997,188.58399999999997,0.0
9,261.44599999999997,192.86999999999998,0.0
9,265.73199999999997,197.15599999999998,0.0
9,270.018,201.44199999999998,0.0
9,274.304,205.72799999999998,0.0
9,278.59,210.01399999999998,0.0
9,282.876,214.29999999999998,0.0
9,287.162,218.58599999999998,0.0
9,291.448,222.87199999999999,0.0
9,295.734,227.158,0.0
9,300.02,231.444,0.0
9,304.306,235.73,0.0
9,308.592,240.016,0.0
9,312.878,244.302,0.0
9,317.164,248.588,0.0
9,321.45,252.874,0.0
9,325.736,257.15999999999997,0.0
9,330.022,261.446,0.0
9,334.308,265.73199999999997,0.0
9,338.594,270.01800000000003,0.0
9,342.88,274.304,0.0
9,347.16599999999994,278.5899999999999,0.0
9,351.45199999999994,282.876,0.0
9,355.73799999999994,287.1619999999999,0.0
9,360.02399999999994,291.448,0.0
9,364.30999999999995,295.7339999999999,0.0
9,368.59599999999995,300.02,0.0
14,0.0,-72.862,0.0
14,4.286,-68.576,0.0
14,8.572,-64.28999999999999,0.0
14,12.857999999999999,-60.004,0.0
14,17.144,-55.717999999999996,0.0
14,21.43,-51.431999999999995,0.0
14,25.715999999999998,-47.146,0.0
14,30.001999999999995,-42.86,0.0
14,34.288,-38.574,0.0
14,38.574,-34.288,0.0
14,42.86,-30.001999999999995,0.0
14,47.145999999999994,-25.716,0.0
14,51.431999999999995,-21.43,0.0
14,55.717999999999996,-17.144,0.0
14,60.00399999999999,-12.858000000000004,407.3943007325564
14,64.28999999999999,-8.572000000000003,1329.3212894143612
14,68.576,-4.286000000000001,1338.3170951250806
14,72.862,0.0,1339.1682253693386
14,77.148,4.286000000000001,1333.4051791099012
14,81.434,8.572000000000003,1327.6535621162966
14,85.72,12.858000000000004,1319.6669962311473
14,90.00599999999999,17.14399999999999,1312.0499132293696
14,94.29199999999999,21.429999999999993,1300.5158052964373
14,98.57799999999999,25.715999999999994,1295.4302246041298
14,102.86399999999999,30.001999999999995,1281.5234476232545
14,107.14999999999999,34.288,1264.836981715632
14,111.43599999999999,38.574,1249.2127372073423
14,115.722,42.86,1235.4474266093919
14,120.00799999999998,47.14599999999999,1211.6464884878358
14,124.29399999999998,51.43199999999999,1198.0961605619286
14,128.57999999999998,55.71799999999999,1176.2061843032309
14,132.86599999999999,60.00399999999999,1158.5687697744904
14,137.152,64.28999999999999,1130.3207173631056
14,141.438,68.576,1067.5488450488485
14,145.724,72.862,980.457351435047
14,150.01,77.148,902.6190341623663
14,154.296,81.434,808.3044054721345
14,158.582,85.72,717.6266376671941
14,162.868,90.006,644.9681808810424
14,167.154,94.292,579.7813463555086
14,171.44,98.578,516.8533535895413
14,175.72599999999997,102.86399999999998,492.48677100608506
14,180.01199999999997,107.14999999999998,460.20902416184754
14,184.29799999999997,111.43599999999998,419.6391386894221
14,188.58399999999997,115.72199999999998,380.2874760661659
14,192.86999999999998,120.00799999999998,361.0458288915689
14,197.15599999999998,124.29399999999998,341.9580195287135
14,201.44199999999998,128.57999999999998,307.3089179431405
14,205.72799999999998,132.86599999999999,290.9708858013118
14,210.01399999999998,137.152,267.4376251764138
14,214.29999999999998,141.438,241.18969646949057
14,218.58599999999998,145.724,209.03047452464915
14,222.87199999999999,150.01,209.8825687664414
14,227.158,154.296,134.84310348341347
14,231.444,158.582,16.260686332378473
14,235.73,162.868,0.0
14,240.01599999999996,167.15399999999997,0.0
14,244.30199999999996,171.43999999999997,0.0
14,248.58799999999997,175.72599999999997,0.0
14,252.87399999999997,180.01199999999997,0.0
14,257.15999999999997,184.29799999999997,0.0
14,261.44599999999997,188.58399999999997,0.0
14,265.73199999999997,192.86999999999998,0.0
14,270.018,197.15599999999998,0.0
14,274.304,201.44199999999998,0.0
14,278.59,205.72799999999998,0.0
14,282.876,210.01399999999998,0.0
14,287.162,214.29999999999998,0.0
14,291.448,218.58599999999998,0.0
14,295.734,222.87199999999999,0.0
14,300.02,227.158,0.0
14,304.306,231.444,0.0
14,308.592,235.73,0.0
14,312.878,240.016,0.0
14,317.164,244.302,0.0
14,321.45,248.588,0.0
14,325.736,252.874,0.0
14,330.022,257.15999999999997,0.0
14,334.308,261.446,0.0
14,338.594,265.73199999999997,0.0
19,0.0,-90.00599999999999,0.0
19,4.286,-85.71999999999998,0.0
19,8.572,-81.43399999999998,0.0
19,12.857999999999999,-77.14799999999998,0.0
19,17.144,-72.862,0.0
19,21.43,-68.576,0.0
19,25.715999999999998,-64.28999999999999,0.0
19,30.001999999999995,-60.00399999999999,0.0
19,34.288,-55.71799999999999,0.0
19,38.574,-51.43199999999999,0.0
19,42.86,-47.14599999999999,0.0
19,47.145999999999994,-42.85999999999999,0.0
19,51.431999999999995,-38.57399999999999,0.0
19,55.717999999999996,-34.28799999999999,0.0
19,60.00399999999999,-30.001999999999995,0.0
19,64.28999999999999,-25.715999999999994,0.0
19,68.576,-21.429999999999993,0.0
19,72.862,-17.14399999999999,799.0156535700662
19,77.148,-12.85799999999999,2080.925160271268
19,81.434,-8.571999999999989,2099.103651373087
19,85.72,-4.285999999999987,2105.0073170062856
19,90.00599999999999,0.0,2141.360763648593
19,94.29199999999999,4.286000000000001,2098.5894619958426
19,98.57799999999999,8.572000000000003,2090.3294508581657
19,102.86399999999999,12.858000000000004,2086.9114033814058
19,107.14999999999999,17.144000000000005,2076.9528222587323
19,111.43599999999999,21.430000000000007,2064.2557433673283
19,115.722,25.716000000000008,1387.151808866636
19,120.00799999999998,30.001999999999995,1365.219609096491
19,124.29399999999998,34.288,1345.1229182248073
19,128.57999999999998,38.574,1318.8376756049756
19,132.86599999999999,42.86,1294.4934383147618
19,137.152,47.146,1270.8999043344434
19,141.438,51.432,1239.9714825824958
19,145.724,55.718,1229.3612406011448
19,150.01,60.004000000000005,1198.2412901451125
19,154.296,64.29,1189.553900479415
19,158.582,68.57600000000001,1165.837970292878
19,162.868,72.86200000000001,1129.4489105846585
19,167.154,77.14800000000001,1027.2604938013533
19,171.44,81.43400000000001,881.8705558073704
19,175.72599999999997,85.71999999999998,809.2172304020322
19,180.01199999999997,90.00599999999999,726.3253731173443
19,184.29799999999997,94.29199999999999,646.1831493226277
19,188.58399999999997,98.57799999999999,623.7753785618667
19,192.86999999999998,102.86399999999999,561.560454136507
19,197.15599999999998,107.14999999999999,515.8535407019816
19,201.44199999999998,111.43599999999999,457.2759218710752
19,205.72799999999998,115.722,438.80594623446154
19,210.01399999999998,120.008,399.740513337038
19,214.29999999999998,124.294,366.5607490866876
19,218.58599999999998,128.57999999999998,324.74082389056406
19,222.87199999999999,132.86599999999999,309.4912165899997
19,227.158,137.152,287.73335511403445
19,231.444,141.438,265.3269058459446
19,235.73,145.724,245.64789222488315
19,240.01599999999996,150.01,239.66755006750688
19,244.30199999999996,154.296,181.89947447977022
19,248.58799999999997,158.582,165.54630235923224
19,252.87399999999997,162.868,0.0
19,257.15999999999997,167.154,0.0
19,261.44599999999997,171.44,0.0
19,265.73199999999997,175.726,0.0
19,270.018,180.012,0.0
19,274.304,184.298,0.0
19,278.59,188.584,0.0
19,282.876,192.87,0.0
19,287.162,197.156,0.0
19,291.448,201.442,0.0
19,295.734,205.728,0.0
19,300.02,210.014,0.0
19,304.306,214.3,0.0
19,308.592,218.586,0.0
19,312.878,222.872,0.0
19,317.164,227.15800000000002,0.0
19,321.45,231.44400000000002,0.0
19,325.736,235.73000000000002,0.0
19,330.022,240.01600000000002,0.0
19,334.308,244.30200000000002,0.0
19,338.594,248.58800000000002,0.0
19,342.88,252.87400000000002,0.0
19,347.16599999999994,257.15999999999997,0.0
19,351.45199999999994,261.44599999999997,0.0
19,355.73799999999994,265.73199999999997,0.0
22,0.0,-25.715999999999998,1705.0959875033427
22,4.286,-21.43,1744.3802368176498
22,8.572,-17.144,1769.8045592638425
22,12.857999999999999,-12.857999999999999,1804.9393053458268
22,17.144,-8.572,1854.4324066746137
22,21.43,-4.285999999999998,1896.6933998957427
22,25.715999999999998,0.0,1918.077707739136
22,30.001999999999995,4.285999999999998,1918.077707739136
22,34.288,8.572,1917.8607016045682
22,38.574,12.858,1903.768112330805
22,42.86,17.144000000000002,1897.729974049578
22,47.145999999999994,21.429999999999996,1887.9866619710301
22,51.431999999999995,25.715999999999998,1872.0501831966578
22,55.717999999999996,30.002,1861.4736869301696
22,60.00399999999999,34.288,1835.426299877533
22,64.28999999999999,38.574,1808.9157097899838
22,68.576,42.86,1806.9733414262096
22,72.862,47.146,1535.0843879183635
22,77.148,51.432,1520.5214691460988
22,81.434,55.718,1502.436268372313
22,85.72,60.004000000000005,1475.2920182476232
22,90.00599999999999,64.28999999999999,1451.8773309291378
22,94.29199999999999,68.576,1415.2230846958698
22,98.57799999999999,72.862,1338.1560107261107
22,102.86399999999999,77.148,1316.5984649421964
22,107.14999999999999,81.434,1294.8590498637764
22,111.43599999999999,85.72,1266.3784908540747
22,115.722,90.006,1222.0980175603756
22,120.00799999999998,94.29199999999999,1131.7376373228503
22,124.29399999999998,98.57799999999999,1100.1900145537627
22,128.57999999999998,102.86399999999999,997.3111534178659
22,132.86599999999999,107.14999999999999,950.358241776699
22,137.152,111.43599999999999,924.6377828107899
22,141.438,115.722,650.4781919639161
22,145.724,120.008,572.8505422291506
22,150.01,124.294,522.8219584998748
22,154.296,128.57999999999998,486.3232634835922
22,158.582,132.86599999999999,441.23968614008425
22,162.868,137.152,384.7475134735114
22,167.154,141.438,359.0280624115037
22,171.44,145.724,331.75874095312906
22,175.72599999999997,150.00999999999996,311.00916797216087
22,180.01199999999997,154.29599999999996,276.0897223786713
22,184.29799999999997,158.58199999999997,251.9085505784721
22,188.58399999999997,162.86799999999997,216.96699087297185
22,192.86999999999998,167.15399999999997,185.47857447539565
22,197.15599999999998,171.43999999999997,116.14320801865718
22,201.44199999999998,175.72599999999997,0.0
22,205.72799999999998,180.01199999999997,0.0
22,210.01399999999998,184.29799999999997,0.0
22,214.29999999999998,188.58399999999997,0.0
22,218.58599999999998,192.86999999999998,0.0
22,222.87199999999999,197.15599999999998,0.0
22,227.158,201.44199999999998,0.0
22,231.444,205.72799999999998,0.0
22,235.73,210.01399999999998,0.0
22,240.01599999999996,214.29999999999995,0.0
22,244.30199999999996,218.58599999999996,0.0
22,248.58799999999997,222.87199999999996,0.0
22,252.87399999999997,227.15799999999996,0.0
22,257.15999999999997,231.44399999999996,0.0
22,261.44599999999997,235.72999999999996,0.0
22,265.73199999999997,240.01599999999996,0.0
22,270.018,244.30199999999996,0.0
22,274.304,248.58799999999997,0.0
22,278.59,252.87399999999997,0.0
22,282.876,257.15999999999997,0.0
22,287.162,261.44599999999997,0.0
22,291.448,265.73199999999997,0.0
22,295.734,270.018,0.0
22,300.02,274.304,0.0
22,304.306,278.59,0.0
22,308.592,282.876,0.0
22,312.878,287.162,0.0
22,317.164,291.448,0.0
22,321.45,295.734,0.0
22,325.736,300.02,0.0
22,330.022,304.306,0.0
22,334.308,308.592,0.0
22,338.594,312.878,0.0
3,0.0,-55.717999999999996,0.0
3,4.286,-51.431999999999995,0.0
3,8.572,-47.146,0.0
3,12.857999999999999,-42.86,0.0
3,17.144,-38.574,0.0
3,21.43,-34.288,0.0
3,25.715999999999998,-30.002,0.0
3,30.001999999999995,-25.716,0.0
3,34.288,-21.43,0.0
3,38.574,-17.144,0.0
3,42.86,-12.857999999999997,223.25337232839283
3,47.145999999999994,-8.572000000000003,488.38609166832555
3,51.431999999999995,-4.286000000000001,498.6344910891442
3,55.717999999999996,0.0,505.7632375796294
3,60.00399999999999,4.285999999999994,504.35914996456484
3,64.28999999999999,8.571999999999996,499.73421326775895
3,68.576,12.857999999999997,496.2123106911544
3,72.862,17.144,490.1372671265163
3,77.148,21.43,482.6454337020273
3,81.434,25.716,475.01496066943344
3,85.72,30.002000000000002,470.4763936574484
3,90.00599999999999,34.28799999999999,459.23312734808246
3,94.29199999999999,38.57399999999999,449.2457015463146
3,98.57799999999999,42.85999999999999,439.90727536185176
3,102.86399999999999,47.145999999999994,429.6337765363756
3,107.14999999999999,51.431999999999995,415.143305184481
3,111.43599999999999,55.717999999999996,408.3961682338248
3,115.722,60.004,397.8551097696634
3,120.00799999999998,64.28999999999999,386.62710879898907
3,124.29399999999998,68.576,366.54644197622883
3,128.57999999999998,72.862,362.57253540406555
3,132.86599999999999,77.148,339.0886543244154
3,137.152,81.434,325.3115590219221
3,141.438,85.72,296.945339630251
3,145.724,90.006,292.17276168596794
3,150.01,94.292,258.3224060781855
3,154.296,98.578,249.05597830476074
3,158.582,102.864,228.75974039385264
3,162.868,107.15,202.56047948378395
3,167.154,111.436,190.1403224166205
3,171.44,115.72200000000001,165.98008639115295
3,175.72599999999997,120.00799999999998,143.18445960368746
3,180.01199999999997,124.29399999999998,134.78040860599884
3,184.29799999999997,128.57999999999998,86.00257521711701
3,188.58399999999997,132.86599999999999,46.04664574103091
3,192.86999999999998,137.152,15.60299971159397
3,197.15599999999998,141.438,0.0
3,201.44199999999998,145.724,0.0
3,205.72799999999998,150.01,0.0
3,210.01399999999998,154.296,0.0
3,214.29999999999998,158.582,0.0
3,218.58599999999998,162.868,0.0
3,222.87199999999999,167.154,0.0
3,227.158,171.44,0.0
3,231.444,175.726,0.0
3,235.73,180.012,0.0
3,240.01599999999996,184.29799999999997,0.0
